ID,Object,Question,Weight,Cypher,Answer,Evidence
c106DS01Q11,be_captured_by,which tacit knowledge is captured by technology-enable practices?,2,"MATCH (tk:TacitKnowledge)-[r:be_captured_by]-(tep:TechnologyenablePractice)
WITH COLLECT({src_node:tk, rel: r, dst_node: tep}) AS obj
RETURN DISTINCT obj",recognition and correction of potential errors,"[{'obj': [{'rel': ({'evidence_statement': 'The authors report that the AR training supported recognition and correction of potential setup errors.', 'node_name': 'recognition and correction of potential errors', 'category': 'Tacit Knowledge', 'node_id': 'c106M01N09'}, 'be_captured_by', {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}), 'dst_node': {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}, 'src_node': {'evidence_statement': 'The authors report that the AR training supported recognition and correction of potential setup errors.', 'node_name': 'recognition and correction of potential errors', 'category': 'Tacit Knowledge', 'node_id': 'c106M01N09'}}]}]"
c106DS01Q12,participate_in,Which knowledge holders or knowledge learners take part in knowledge retention practices?,2,"MATCH (k:KnowledgeHolder|KnowledgeLearner)-[r:participate_in]->(p:TechnologyenablePractice)
WITH COLLECT({src_node:k, rel: r, dst_node: p}) AS obj
RETURN DISTINCT obj",Not Mentioned,"[{'obj': [{'rel': ({'evidence_statement': 'Seven company workers formed the group trained with the company comparison approach supported by VM.', 'node_name': 'Confirmation Group (G1)', 'category': 'Knowledge Learner', 'node_id': 'c106M01N11'}, 'participate_in', {'evidence_statement': 'G1 used digital procedures displayed on a large smart screen and navigated with a keyboard.', 'node_name': 'digital procedures provided by a screen', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N14'}), 'dst_node': {'evidence_statement': 'G1 used digital procedures displayed on a large smart screen and navigated with a keyboard.', 'node_name': 'digital procedures provided by a screen', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N14'}, 'src_node': {'evidence_statement': 'Seven company workers formed the group trained with the company comparison approach supported by VM.', 'node_name': 'Confirmation Group (G1)', 'category': 'Knowledge Learner', 'node_id': 'c106M01N11'}}, {'rel': ({'evidence_statement': 'Seven company workers formed the group trained with the VMAR module.', 'node_name': 'Test Group (G2)', 'category': 'Knowledge Learner', 'node_id': 'c106M01N12'}, 'participate_in', {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}), 'dst_node': {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}, 'src_node': {'evidence_statement': 'Seven company workers formed the group trained with the VMAR module.', 'node_name': 'Test Group (G2)', 'category': 'Knowledge Learner', 'node_id': 'c106M01N12'}}, {'rel': ({'evidence_statement': 'It is supposed that each group is supported by a trainer during some parts of the test. The trainer is a company veteran who has been qualified to provide operative support to new workers during training.', 'node_name': 'Trainer / Veteran', 'category': 'Knowledge Holder', 'node_id': 'c106M02N04'}, 'participate_in', {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}), 'dst_node': {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}, 'src_node': {'evidence_statement': 'It is supposed that each group is supported by a trainer during some parts of the test. The trainer is a company veteran who has been qualified to provide operative support to new workers during training.', 'node_name': 'Trainer / Veteran', 'category': 'Knowledge Holder', 'node_id': 'c106M02N04'}}, {'rel': ({'evidence_statement': 'The experiment involved 14 workers, 7 for each group. The participants are company workers who have to manage and maintain a variety of complex machinery and equipment.', 'node_name': 'Company Workers / Operators', 'category': 'Knowledge Learner', 'node_id': 'c106M02N03'}, 'participate_in', {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}), 'dst_node': {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}, 'src_node': {'evidence_statement': 'The experiment involved 14 workers, 7 for each group. The participants are company workers who have to manage and maintain a variety of complex machinery and equipment.', 'node_name': 'Company Workers / Operators', 'category': 'Knowledge Learner', 'node_id': 'c106M02N03'}}]}]"
c106DS01Q13,depend_on,which organization or environment conditions technology-enable practices depend on?,2,"MATCH (p:TechnologyenablePractice)-[r:depend_on]->(d:OrganizationalDependency|EnvironmentalDependency)
WITH COLLECT({src_node:p, rel: r, dst_node: d}) AS obj
RETURN DISTINCT obj","Technology-enable practices depend on organizational dependencies such as visual guides and colour coding in the storage area, pre-training related to the use of the HMD, standardised trainer support, and corporate/company support, as well as environmental dependency on a realistic industrial environment.","[{'obj': [{'rel': ({'evidence_statement': 'G1 used digital procedures displayed on a large smart screen and navigated with a keyboard.', 'node_name': 'digital procedures provided by a screen', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N14'}, 'depend_on', {'evidence_statement': 'Both groups used the same labels and color code to identify and pick components from storage.', 'node_name': 'visual guides and colour coding in the storage area', 'category': 'Organizational Dependency', 'node_id': 'c106M01N25'}), 'dst_node': {'evidence_statement': 'Both groups used the same labels and color code to identify and pick components from storage.', 'node_name': 'visual guides and colour coding in the storage area', 'category': 'Organizational Dependency', 'node_id': 'c106M01N25'}, 'src_node': {'evidence_statement': 'G1 used digital procedures displayed on a large smart screen and navigated with a keyboard.', 'node_name': 'digital procedures provided by a screen', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N14'}}, {'rel': ({'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}, 'depend_on', {'evidence_statement': 'G2 received HMD pre-training because participants had not previously used AR.', 'node_name': 'pre-training related to the use of the HMD', 'category': 'Organizational Dependency', 'node_id': 'c106M01N23'}), 'dst_node': {'evidence_statement': 'G2 received HMD pre-training because participants had not previously used AR.', 'node_name': 'pre-training related to the use of the HMD', 'category': 'Organizational Dependency', 'node_id': 'c106M01N23'}, 'src_node': {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}}, {'rel': ({'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}, 'depend_on', {'evidence_statement': 'The research team predefined trainer support to avoid unequal suggestions and experimental bias.', 'node_name': 'standardised trainer support', 'category': 'Organizational Dependency', 'node_id': 'c106M01N24'}), 'dst_node': {'evidence_statement': 'The research team predefined trainer support to avoid unequal suggestions and experimental bias.', 'node_name': 'standardised trainer support', 'category': 'Organizational Dependency', 'node_id': 'c106M01N24'}, 'src_node': {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}}, {'rel': ({'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}, 'depend_on', {'evidence_statement': 'Both groups used the same labels and color code to identify and pick components from storage.', 'node_name': 'visual guides and colour coding in the storage area', 'category': 'Organizational Dependency', 'node_id': 'c106M01N25'}), 'dst_node': {'evidence_statement': 'Both groups used the same labels and color code to identify and pick components from storage.', 'node_name': 'visual guides and colour coding in the storage area', 'category': 'Organizational Dependency', 'node_id': 'c106M01N25'}, 'src_node': {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}}, {'rel': ({'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}, 'depend_on', {'evidence_statement': 'The case was implemented at the company with existing machinery in a realistic industrial environment.', 'node_name': 'realistic industrial environment', 'category': 'Environmental Dependency', 'node_id': 'c106M01N26'}), 'dst_node': {'evidence_statement': 'The case was implemented at the company with existing machinery in a realistic industrial environment.', 'node_name': 'realistic industrial environment', 'category': 'Environmental Dependency', 'node_id': 'c106M01N26'}, 'src_node': {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}}, {'rel': ({'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}, 'depend_on', {'evidence_statement': ""Gratitude is extended to GlobalWafers - MEMC Electronic Materials S.p.A.' for its support and collaboration, providing resources and technical expertise..."", 'node_name': 'Corporate / Company Support', 'category': 'Organizational Dependency', 'node_id': 'c106M02N14'}), 'dst_node': {'evidence_statement': ""Gratitude is extended to GlobalWafers - MEMC Electronic Materials S.p.A.' for its support and collaboration, providing resources and technical expertise..."", 'node_name': 'Corporate / Company Support', 'category': 'Organizational Dependency', 'node_id': 'c106M02N14'}, 'src_node': {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}}]}]"
c106DS01Q14,evaluate,which tacit knowledge is evaluated by technology-enable practices?,2,"MATCH (tk:TacitKnowledge)-[r:evaluate]-(t:TechnologyenablePractice)
WITH COLLECT({src_node:tk, rel: r, dst_node: t}) AS obj
RETURN DISTINCT obj",procedural knowledge for complex machinery setup; recognition and correction of potential errors,"[{'obj': [{'rel': ({'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}, 'evaluate', {'evidence_statement': 'The study assessed whether workers retained the complete assembly procedure immediately and after six days.', 'node_name': 'procedural knowledge for complex machinery setup', 'category': 'Tacit Knowledge', 'node_id': 'c106M01N06'}), 'dst_node': {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}, 'src_node': {'evidence_statement': 'The study assessed whether workers retained the complete assembly procedure immediately and after six days.', 'node_name': 'procedural knowledge for complex machinery setup', 'category': 'Tacit Knowledge', 'node_id': 'c106M01N06'}}, {'rel': ({'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}, 'evaluate', {'evidence_statement': 'The authors report that the AR training supported recognition and correction of potential setup errors.', 'node_name': 'recognition and correction of potential errors', 'category': 'Tacit Knowledge', 'node_id': 'c106M01N09'}), 'dst_node': {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}, 'src_node': {'evidence_statement': 'The authors report that the AR training supported recognition and correction of potential setup errors.', 'node_name': 'recognition and correction of potential errors', 'category': 'Tacit Knowledge', 'node_id': 'c106M01N09'}}]}]"
c106DS01Q15,adopt,Which digital technologies technology‑enable practices adopt?,2,"MATCH (p:TechnologyenablePractice)-[r:adopt]-(d:DigitalTechnology)
WITH COLLECT({src_node:p, rel: r, dst_node: d}) AS obj
RETURN DISTINCT obj","Augmented Reality technology, Microsoft HoloLens 2, Microsoft Mixed Reality Toolkit version 2.8.3, HoloLens 2 (HMD)","[{'obj': [{'rel': ({'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}, 'adopt', {'evidence_statement': 'AR was used to project and superimpose digital instructions and component models within the physical scene.', 'node_name': 'Augmented Reality technology', 'category': 'Digital Technology', 'node_id': 'c106M01N19'}), 'dst_node': {'evidence_statement': 'AR was used to project and superimpose digital instructions and component models within the physical scene.', 'node_name': 'Augmented Reality technology', 'category': 'Digital Technology', 'node_id': 'c106M01N19'}, 'src_node': {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}}, {'rel': ({'evidence_statement': 'G2 viewed digital component models overlaid on their intended physical locations through the HMD.', 'node_name': 'superimposition of digital and physical objects', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N16'}, 'adopt', {'evidence_statement': 'AR was used to project and superimpose digital instructions and component models within the physical scene.', 'node_name': 'Augmented Reality technology', 'category': 'Digital Technology', 'node_id': 'c106M01N19'}), 'dst_node': {'evidence_statement': 'AR was used to project and superimpose digital instructions and component models within the physical scene.', 'node_name': 'Augmented Reality technology', 'category': 'Digital Technology', 'node_id': 'c106M01N19'}, 'src_node': {'evidence_statement': 'G2 viewed digital component models overlaid on their intended physical locations through the HMD.', 'node_name': 'superimposition of digital and physical objects', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N16'}}, {'rel': ({'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}, 'adopt', {'evidence_statement': 'Microsoft HoloLens 2 was the head-mounted display used in the experiment.', 'node_name': 'Microsoft HoloLens 2', 'category': 'Digital Technology', 'node_id': 'c106M01N20'}), 'dst_node': {'evidence_statement': 'Microsoft HoloLens 2 was the head-mounted display used in the experiment.', 'node_name': 'Microsoft HoloLens 2', 'category': 'Digital Technology', 'node_id': 'c106M01N20'}, 'src_node': {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}}, {'rel': ({'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}, 'adopt', {'evidence_statement': 'MRTK version 2.8.3 was used with Unity and implemented the hand-menu interaction.', 'node_name': 'Microsoft Mixed Reality Toolkit version 2.8.3', 'category': 'Digital Technology', 'node_id': 'c106M01N22'}), 'dst_node': {'evidence_statement': 'MRTK version 2.8.3 was used with Unity and implemented the hand-menu interaction.', 'node_name': 'Microsoft Mixed Reality Toolkit version 2.8.3', 'category': 'Digital Technology', 'node_id': 'c106M01N22'}, 'src_node': {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}}, {'rel': ({'evidence_statement': 'The hand-bound menu enabled step selection, hologram control, and access to additional information.', 'node_name': 'Hand menu', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N17'}, 'adopt', {'evidence_statement': 'MRTK version 2.8.3 was used with Unity and implemented the hand-menu interaction.', 'node_name': 'Microsoft Mixed Reality Toolkit version 2.8.3', 'category': 'Digital Technology', 'node_id': 'c106M01N22'}), 'dst_node': {'evidence_statement': 'MRTK version 2.8.3 was used with Unity and implemented the hand-menu interaction.', 'node_name': 'Microsoft Mixed Reality Toolkit version 2.8.3', 'category': 'Digital Technology', 'node_id': 'c106M01N22'}, 'src_node': {'evidence_statement': 'The hand-bound menu enabled step selection, hologram control, and access to additional information.', 'node_name': 'Hand menu', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N17'}}, {'rel': ({'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}, 'adopt', {'evidence_statement': 'The HMD used for the experiment was the Microsoft HoloLens 2. This is used by G2 as the guidance device.', 'node_name': 'HoloLens 2 (HMD)', 'category': 'Digital Technology', 'node_id': 'c106M02N07'}), 'dst_node': {'evidence_statement': 'The HMD used for the experiment was the Microsoft HoloLens 2. This is used by G2 as the guidance device.', 'node_name': 'HoloLens 2 (HMD)', 'category': 'Digital Technology', 'node_id': 'c106M02N07'}, 'src_node': {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}}]}]"
c106DS01Q16,be_constrained_by,Which limitations technology-enable practices are constrained by?,2,"MATCH (p:TechnologyenablePractice)-[r:be_constrained_by]-(l:Limitation)
WITH COLLECT({src_node:p, rel: r, dst_node: l}) AS obj
RETURN DISTINCT obj","Digital procedures provided by a screen are constrained by a high amount of textual information; VMAR-based training module is constrained by increased physical and mental workload, HMD overheating and diminishing hardware performance, supplementary battery requirement, and six-day LT-PKR evaluation period.","[{'obj': [{'rel': ({'evidence_statement': 'G1 used digital procedures displayed on a large smart screen and navigated with a keyboard.', 'node_name': 'digital procedures provided by a screen', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N14'}, 'be_constrained_by', {'evidence_statement': 'The paper states that conventional approaches often involve a high amount of textual information.', 'node_name': 'high amount of textual information', 'category': 'Limitation', 'node_id': 'c106M01N27'}), 'dst_node': {'evidence_statement': 'The paper states that conventional approaches often involve a high amount of textual information.', 'node_name': 'high amount of textual information', 'category': 'Limitation', 'node_id': 'c106M01N27'}, 'src_node': {'evidence_statement': 'G1 used digital procedures displayed on a large smart screen and navigated with a keyboard.', 'node_name': 'digital procedures provided by a screen', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N14'}}, {'rel': ({'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}, 'be_constrained_by', {'evidence_statement': 'More than two hours of HMD use increased worker workload and produced fatigue.', 'node_name': 'increased physical and mental workload', 'category': 'Limitation', 'node_id': 'c106M01N31'}), 'dst_node': {'evidence_statement': 'More than two hours of HMD use increased worker workload and produced fatigue.', 'node_name': 'increased physical and mental workload', 'category': 'Limitation', 'node_id': 'c106M01N31'}, 'src_node': {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}}, {'rel': ({'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}, 'be_constrained_by', {'evidence_statement': 'Extended HMD use caused overheating and reduced hardware performance.', 'node_name': 'HMD overheating and diminishing hardware performance', 'category': 'Limitation', 'node_id': 'c106M01N32'}), 'dst_node': {'evidence_statement': 'Extended HMD use caused overheating and reduced hardware performance.', 'node_name': 'HMD overheating and diminishing hardware performance', 'category': 'Limitation', 'node_id': 'c106M01N32'}, 'src_node': {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}}, {'rel': ({'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}, 'be_constrained_by', {'evidence_statement': 'The experiment required supplementary batteries and continuous battery changing or charging.', 'node_name': 'supplementary battery requirement', 'category': 'Limitation', 'node_id': 'c106M01N33'}), 'dst_node': {'evidence_statement': 'The experiment required supplementary batteries and continuous battery changing or charging.', 'node_name': 'supplementary battery requirement', 'category': 'Limitation', 'node_id': 'c106M01N33'}, 'src_node': {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}}, {'rel': ({'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}, 'be_constrained_by', {'evidence_statement': 'LT-PKR was tested after six days, while the paper notes that no specific rule defines a long-term interval.', 'node_name': 'six-day LT-PKR evaluation period', 'category': 'Limitation', 'node_id': 'c106M01N35'}), 'dst_node': {'evidence_statement': 'LT-PKR was tested after six days, while the paper notes that no specific rule defines a long-term interval.', 'node_name': 'six-day LT-PKR evaluation period', 'category': 'Limitation', 'node_id': 'c106M01N35'}, 'src_node': {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}}]}]"
c106DS01Q17,mitigate or at least resolve,Which limitations technology‑enable practices mitigate or at least resolve?,2,"MATCH (p:TechnologyenablePractice)-[r:mitigate|resolve]->(l:Limitation)
WITH COLLECT({src_node:p, rel: r, dst_node: l}) AS obj
RETURN DISTINCT obj","The VMAR-based training module mitigates the limitations of high amount of textual information, information overload, and the Forgetting Curve.","[{'obj': [{'rel': ({'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}, 'mitigate', {'evidence_statement': 'The paper states that conventional approaches often involve a high amount of textual information.', 'node_name': 'high amount of textual information', 'category': 'Limitation', 'node_id': 'c106M01N27'}), 'dst_node': {'evidence_statement': 'The paper states that conventional approaches often involve a high amount of textual information.', 'node_name': 'high amount of textual information', 'category': 'Limitation', 'node_id': 'c106M01N27'}, 'src_node': {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}}, {'rel': ({'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}, 'mitigate', {'evidence_statement': 'Training was staged and holograms were selectively displayed to reduce information overload.', 'node_name': 'information overload', 'category': 'Limitation', 'node_id': 'c106M01N28'}), 'dst_node': {'evidence_statement': 'Training was staged and holograms were selectively displayed to reduce information overload.', 'node_name': 'information overload', 'category': 'Limitation', 'node_id': 'c106M01N28'}, 'src_node': {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}}, {'rel': ({'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}, 'mitigate', {'evidence_statement': 'The analysis demonstrates the inefficacy of traditional approaches in properly supporting the training of complex machinery setups. Considering G1, the total weighted errors increased by 60.0% between session 1 and session 2.', 'node_name': 'Forgetting Curve', 'category': 'Limitation', 'node_id': 'c106M02N11'}), 'dst_node': {'evidence_statement': 'The analysis demonstrates the inefficacy of traditional approaches in properly supporting the training of complex machinery setups. Considering G1, the total weighted errors increased by 60.0% between session 1 and session 2.', 'node_name': 'Forgetting Curve', 'category': 'Limitation', 'node_id': 'c106M02N11'}, 'src_node': {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}}]}]"
c106DS01Q18,complement,Which traditional human-central practices  technology‑enable practices complement?,2,"MATCH (p:TechnologyenablePractice)-[r:complement]->(t:TraditionalHumancentralPractice)
WITH COLLECT({src_node:p, rel: r, dst_node: t}) AS obj
RETURN DISTINCT obj",Not Mentioned,"[{'obj': [{'rel': ({'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}, 'complement', {'evidence_statement': 'The confirmation group (G1) has been selected to simulate the training of the machinery setup using the traditional approaches already employed in the company.', 'node_name': 'Traditional Training Approach', 'category': 'Traditional Human-central Practice', 'node_id': 'c106M02N05'}), 'dst_node': {'evidence_statement': 'The confirmation group (G1) has been selected to simulate the training of the machinery setup using the traditional approaches already employed in the company.', 'node_name': 'Traditional Training Approach', 'category': 'Traditional Human-central Practice', 'node_id': 'c106M02N05'}, 'src_node': {'evidence_statement': 'The implemented module combined VM and AR solutions to support learning and trainer intervention.', 'node_name': 'VMAR-based training module', 'category': 'Technology-enable Practice', 'node_id': 'c106M01N15'}}]}]"
c106DS01Q19,cannot_fully_replace,Which traditional human-central practice technology-enable practice cannot replace fully?,3,"MATCH (p:TechnologyenablePractice)-[r:cannot_fully_replace]->(t:TraditionalHumancentralPractice)
WITH COLLECT({src_node:p, rel: r, dst_node: t}) AS obj
RETURN DISTINCT obj",Not Mentioned,[{'obj': []}]
c106DS01Q20,be_difficult_to_capture_due_to,Which limitations make tacit knowledge difficult to capture?,3,"MATCH (tk:TacitKnowledge)-[r:be_difficult_to_capture_due_to]-(l:Limitation)
WITH COLLECT({src_node:tk, rel: r, dst_node: l}) AS obj
RETURN DISTINCT obj",Forgetting Curve,"[{'obj': [{'rel': ({'evidence_statement': 'The authors report that the AR training supported recognition and correction of potential setup errors.', 'node_name': 'recognition and correction of potential errors', 'category': 'Tacit Knowledge', 'node_id': 'c106M01N09'}, 'be_difficult_to_capture_due_to', {'evidence_statement': 'The analysis demonstrates the inefficacy of traditional approaches in properly supporting the training of complex machinery setups. Considering G1, the total weighted errors increased by 60.0% between session 1 and session 2.', 'node_name': 'Forgetting Curve', 'category': 'Limitation', 'node_id': 'c106M02N11'}), 'dst_node': {'evidence_statement': 'The analysis demonstrates the inefficacy of traditional approaches in properly supporting the training of complex machinery setups. Considering G1, the total weighted errors increased by 60.0% between session 1 and session 2.', 'node_name': 'Forgetting Curve', 'category': 'Limitation', 'node_id': 'c106M02N11'}, 'src_node': {'evidence_statement': 'The authors report that the AR training supported recognition and correction of potential setup errors.', 'node_name': 'recognition and correction of potential errors', 'category': 'Tacit Knowledge', 'node_id': 'c106M01N09'}}]}]"
